name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
waikiki,2024-05-19,81,72.9,76.9,84.4,72.9,77.4,70.3,80.3,0.009,100,8.33,rain,0,0,26.2,12.2,67,1017,72.3,9.9,148.7,12.9,6,10,2024-05-19T05:51:31,2024-05-19T19:04:31,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-20,83.4,71.5,78,86.3,71.5,79.2,68.3,72.9,0,0,0,rain,0,0,24.8,14.3,65.9,1017,59.1,9.5,242.4,20.9,9,10,2024-05-20T05:51:13,2024-05-20T19:04:57,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-05-21,83.7,74.6,78.6,85.9,74.6,79.4,66.4,67,0,0,0,rain,0,0,24.8,15.2,69.1,1017,52.3,9.4,281.6,24.2,10,10,2024-05-21T05:50:55,2024-05-21T19:05:23,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-05-22,84,73.1,78.5,87.6,73.1,79.9,68.5,72,0,0,0,rain,0,0,28.9,15.8,83.7,1017.2,51.4,9.5,229.2,19.9,9,10,2024-05-22T05:50:39,2024-05-22T19:05:48,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-23,83.5,74.9,78.7,86.3,74.9,79.7,67.3,68.7,0,0,0,rain,0,0,34.2,19.8,73.8,1018.6,72.3,9.4,270.7,23.4,10,10,2024-05-23T05:50:24,2024-05-23T19:06:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-05-24,84.1,74.6,78.6,85.2,74.6,79,64.5,62.5,0,0,0,rain,0,0,31.3,16.8,68.6,1018.8,58,9.5,322,27.8,10,10,2024-05-24T05:50:09,2024-05-24T19:06:40,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-25,83.6,73.7,77.9,85.8,73.7,78.6,65.1,65.2,0,0,0,rain,0,0,32.2,16.2,76.3,1017.9,62.1,9.9,319.6,27.5,10,10,2024-05-25T05:49:56,2024-05-25T19:07:05,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-26,83.2,73.5,77.8,85,73.5,78.4,65.3,65.9,0,0,0,rain,0,0,25.3,16.3,70.9,1016.8,56.2,9.9,215.9,18.6,7,10,2024-05-26T05:49:44,2024-05-26T19:07:31,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-27,84,73.9,78.2,85.7,73.9,78.8,66,66.7,0.003,100,4.17,rain,0,0,31.5,18.3,69.9,1017,58.9,9.9,261.9,22.6,10,10,2024-05-27T05:49:33,2024-05-27T19:07:56,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-28,83.6,74.6,78.5,85.9,74.6,79.3,66.6,67.4,0,0,0,rain,0,0,30,16.9,68.1,1017.2,63.5,9.9,208.5,17.9,7,10,2024-05-28T05:49:23,2024-05-28T19:08:21,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-29,83.4,74.2,78.3,85.5,74.2,79,66.3,67.2,0.012,100,4.17,rain,0,0,28.9,18.3,65,1018.1,63.4,9.4,101.7,8.6,4,10,2024-05-29T05:49:15,2024-05-29T19:08:46,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-30,84,73.7,78.5,85.4,73.7,79,64.8,63.6,0,0,0,rain,0,0,33,19.5,61.7,1019.2,48,9.3,277.3,24,10,10,2024-05-30T05:49:07,2024-05-30T19:09:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-31,82.8,74.5,78.2,85,74.5,78.8,65.2,64.7,0,0,0,rain,0,0,31.1,17.9,62.1,1018.9,58.7,9.4,240.3,20.8,8,10,2024-05-31T05:49:00,2024-05-31T19:09:35,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-01,83.3,74.7,78.3,84.2,74.7,78.6,63.1,60.2,0,0,0,rain,0,0,32.5,20.9,66.4,1018.7,44.8,9.9,239.8,20.8,9,10,2024-06-01T05:48:55,2024-06-01T19:09:59,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-02,84.6,75.1,78.7,86.1,75.1,79.3,64.5,62.3,0,0,0,rain,0,0,34.9,17.2,59.9,1019,55.9,9.8,231.2,19.9,8,10,2024-06-02T05:48:50,2024-06-02T19:10:22,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-03,83.9,73.6,78.9,87.4,73.6,80.1,67.9,69.4,0.021,100,4.17,rain,0,0,31,17.8,67.9,1019,76.6,9.3,231.4,20.1,10,30,2024-06-03T05:48:47,2024-06-03T19:10:45,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-04,85.4,76.3,79.7,89.1,76.3,81.1,68.2,68.3,0,0,0,rain,0,0,35.6,18.1,69.6,1019,73.3,9.3,186.4,16.1,7,30,2024-06-04T05:48:45,2024-06-04T19:11:08,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-05,84.3,76,79.4,87.1,76,80.6,67.2,66.8,0,0,0,rain,0,0,26.6,14.7,66,1018.3,58,9.4,283.5,24.5,9,10,2024-06-05T05:48:43,2024-06-05T19:11:31,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-06-06,85.1,73.6,79.1,88.1,73.6,80.6,68.6,70.9,0,0,0,rain,0,0,20.1,10.3,112.7,1017.6,57.2,9.4,275.6,23.8,10,10,2024-06-06T05:48:43,2024-06-06T19:11:53,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-07,87.1,72.1,79.6,91.2,72.1,81.2,68.4,69.6,0,0,0,rain,0,0,22.1,13.2,57.6,1017.7,41.4,9.5,322.5,27.8,10,10,2024-06-07T05:48:44,2024-06-07T19:12:15,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-08,86.9,74,79.6,90,74,80.9,67.6,67.5,0,0,0,rain,0,0,28.2,15.9,61.5,1019,36.9,9.9,324.9,28,10,10,2024-06-08T05:48:46,2024-06-08T19:12:36,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-09,84.8,75.2,79.6,86.2,75.2,80.3,65,61.6,0,0,0,rain,0,0,31.5,16.2,63.9,1019,49.5,9.9,257.6,22.1,10,10,2024-06-09T05:48:49,2024-06-09T19:12:56,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-10,85,76,79.8,86.6,76,80.5,65.2,61.5,0,0,0,rain,0,0,33.8,20.1,64.4,1019.5,40.7,9.4,260.6,22.7,10,10,2024-06-10T05:48:52,2024-06-10T19:13:16,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-11,85.3,74.7,79.4,87.8,74.7,80.4,66.8,66,0.014,100,16.67,rain,0,0,30.6,16.7,62.6,1018.6,47.3,9.4,208.9,17.8,8,10,2024-06-11T05:48:57,2024-06-11T19:13:36,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-12,84.1,75.1,79.1,87.7,75.1,80.5,68.5,70.5,0.025,100,16.67,rain,0,0,29.1,15.2,53.9,1017.6,64.7,9.3,194.7,16.9,7,10,2024-06-12T05:49:03,2024-06-12T19:13:55,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-13,85,73.2,79.1,87.5,73.2,80,65.8,64.4,0.021,100,4.17,rain,0,0,30.9,17.2,65.9,1017.1,45,9.4,170,14.5,7,10,2024-06-13T05:49:09,2024-06-13T19:14:13,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-14,85,75.7,79.9,86.8,75.7,80.8,66.6,64.4,0,0,0,rain,0,0,30,18.6,63.3,1017.5,54.8,9.5,133.9,11.6,5,10,2024-06-14T05:49:17,2024-06-14T19:14:31,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-15,86,76.2,80,88.4,76.2,80.8,65.9,62.8,0,0,0,rain,0,0,31.1,17.2,62.2,1017.7,46.9,9.9,222.5,19.2,6,10,2024-06-15T05:49:25,2024-06-15T19:14:48,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-16,86.2,75.1,80,87.9,75.1,80.7,66.3,63.9,0,0,0,rain,0,0,30.3,15.7,63.1,1017.8,54.9,9.9,221.3,19.2,10,10,2024-06-16T05:49:34,2024-06-16T19:15:04,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-06-17,85,74.1,79,87.3,74.1,80.1,67.5,68.6,0.005,100,4.17,rain,0,0,29.4,18,64.6,1018.5,61,9.4,128.4,10.9,5,10,2024-06-17T05:49:44,2024-06-17T19:15:19,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-18,84.5,74.3,78.8,87.6,74.3,79.9,67.1,67.9,0.008,100,4.17,rain,0,0,33.3,19.3,67.1,1018,61.1,9.4,92.3,8,3,5,2024-06-18T05:49:55,2024-06-18T19:15:34,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-19,85.2,76.7,80.3,86.9,76.7,80.9,65.3,60.8,0,0,0,rain,0,0,34.5,20.5,70,1017.4,62.5,9.9,226.8,19.5,8,5,2024-06-19T05:50:07,2024-06-19T19:15:48,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-20,85.2,73.4,79.3,87.5,73.4,80.3,66.5,65.6,0.011,100,12.5,rain,0,0,33.4,19.6,64.4,1017.5,59.2,9.4,199.6,17.2,8,10,2024-06-20T05:50:20,2024-06-20T19:16:01,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-21,85.7,76.4,80.1,90.7,76.4,81.8,68.6,68.3,0.027,100,16.67,rain,0,0,33.3,18.9,66.1,1017.5,53,9.4,285.4,24.7,10,10,2024-06-21T05:50:33,2024-06-21T19:16:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-22,85.1,75.3,79.7,88.6,75.3,81,68.6,69.6,0.014,100,20.83,rain,0,0,33.3,18.5,57.4,1017.1,65.9,9.8,252.5,21.8,10,10,2024-06-22T05:50:47,2024-06-22T19:16:25,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-23,86.6,75.6,80.3,89.5,75.6,81.4,66.9,64.3,0,0,0,rain,0,0,33.4,20.4,62.4,1017.6,47.5,9.9,231.1,19.9,10,10,2024-06-23T05:51:02,2024-06-23T19:16:36,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-24,85.4,76.4,79.8,87.6,76.4,80.8,66.7,64.9,0.011,100,8.33,rain,0,0,34.7,22,61.2,1018.1,63.3,9.4,295.7,25.6,9,10,2024-06-24T05:51:17,2024-06-24T19:16:45,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-25,85.1,75.5,79.2,88.3,75.5,80.4,67.2,67.4,0.003,100,4.17,rain,0,0,31.3,15.6,56,1017.5,60.8,9.3,282.4,24.6,9,10,2024-06-25T05:51:33,2024-06-25T19:16:54,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-26,86.2,73.2,79.6,89.4,73.2,80.8,67.8,68.2,0.006,100,8.33,rain,0,0,27.1,14,64.8,1018,53.3,9.2,273.8,23.6,10,10,2024-06-26T05:51:50,2024-06-26T19:17:02,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-27,86.8,74.9,79.9,87.9,74.9,80.8,66.6,64.7,0.021,100,4.17,rain,0,0,27.7,15.4,55.1,1018.4,53,9.4,263,22.8,10,10,2024-06-27T05:52:07,2024-06-27T19:17:09,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-28,86,73.2,79.2,87.8,73.2,79.9,67.4,68.8,0.024,100,16.67,rain,0,0,27.4,15,42.5,1016.3,61.1,9.3,165.9,14.4,6,10,2024-06-28T05:52:25,2024-06-28T19:17:15,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-29,86.3,74.3,79.7,88.9,74.3,80.5,66.5,65.2,0.032,100,8.33,rain,0,0,25.3,14.4,73.2,1015.9,57.1,9.9,327.2,28.3,10,30,2024-06-29T05:52:43,2024-06-29T19:17:20,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-06-30,87.2,73.7,79.9,88.1,73.7,80.5,64.7,60.9,0,0,0,,0,0,29.3,17.4,72.6,1017.6,32.6,9.9,319.3,27.7,10,10,2024-06-30T05:53:02,2024-06-30T19:17:24,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-01,87.4,73.3,80,89.6,73.3,80.9,66.1,63.6,0.003,100,4.17,rain,0,0,29.5,19.2,52.1,1017.9,35.9,9.3,334.4,28.9,10,10,2024-07-01T05:53:22,2024-07-01T19:17:27,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-02,84,75.3,79.5,86.8,75.3,80.7,66.6,65,0.009,100,4.17,rain,0,0,28.4,14.6,57.7,1017,56.6,9.3,208.8,18,7,10,2024-07-02T05:53:42,2024-07-02T19:17:29,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-03,87,74.2,80.1,89.4,74.2,81.4,68.2,68.1,0.01,100,12.5,rain,0,0,30,14.9,59.5,1016.7,60.7,9.3,242.8,21,10,10,2024-07-03T05:54:02,2024-07-03T19:17:30,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-04,86.9,75.2,79.8,88.8,75.2,81,68.4,69,0.025,100,20.83,rain,0,0,31.1,18.3,64.2,1015.4,65.2,9.7,221,19.2,10,10,2024-07-04T05:54:23,2024-07-04T19:17:30,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-05,87.5,72.6,79.7,89.4,72.6,80.4,66.4,65.4,0.048,100,20.83,rain,0,0,29.5,17.8,56.8,1014.7,51.3,9.6,237.1,20.4,9,10,2024-07-05T05:54:44,2024-07-05T19:17:29,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-06,86.5,74.9,80.4,88.2,74.9,81.1,65,60.3,0,0,0,rain,0,0,30.2,14.3,61.2,1015.1,43.7,9.8,259,22.3,9,10,2024-07-06T05:55:05,2024-07-06T19:17:26,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-07,86.6,74.4,79.6,87.4,74.4,79.9,64.4,60.9,0,0,0,rain,0,0,28.6,17.9,58.2,1016.7,56.8,9.7,194.9,16.6,9,10,2024-07-07T05:55:27,2024-07-07T19:17:23,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-08,86.4,75.4,79.6,88.6,75.4,80.5,66.3,64.5,0.013,100,16.67,rain,0,0,31.1,16,50.5,1016.9,70.8,9.3,224,19.3,9,10,2024-07-08T05:55:49,2024-07-08T19:17:18,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-09,86.5,77.5,81.5,88.1,77.5,82.4,66.5,61.4,0,0,0,rain,0,0,33.9,20.9,65.5,1016.2,48.3,9.3,163.5,14.2,7,10,2024-07-09T05:56:12,2024-07-09T19:17:13,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-10,85.3,75.5,80.6,87.9,75.5,82.1,67.6,65.1,0.014,100,4.17,rain,0,0,34.2,16.1,58.5,1016,78.5,9.2,208.8,18.1,9,10,2024-07-10T05:56:35,2024-07-10T19:17:06,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-11,85.2,77.4,80.2,88.4,77.4,81.1,67.8,66.3,0.021,100,16.67,rain,0,0,32,17,62.7,1015.7,79.5,9.1,154.3,13.4,6,10,2024-07-11T05:56:58,2024-07-11T19:16:58,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-12,86.4,77.5,81.1,90.6,77.5,82.9,68.3,65.4,0.003,100,4.17,rain,0,0,33.3,18.7,66,1017.5,64.9,9.6,228.7,19.8,10,10,2024-07-12T05:57:21,2024-07-12T19:16:49,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-13,87.1,76.3,80.7,89.6,76.3,82,67.2,64.1,0,0,0,rain,0,0,35.8,20,66.6,1017.9,76.9,9.3,212.3,18.4,9,10,2024-07-13T05:57:44,2024-07-13T19:16:39,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-14,87.4,77.5,81.4,89.9,77.5,82.4,65.4,58.9,0,0,0,rain,0,0,33.1,19.2,61.9,1018.7,65.2,9.3,181.4,15.8,7,10,2024-07-14T05:58:08,2024-07-14T19:16:28,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-15,86.4,75.8,80.8,88.7,75.8,81.6,65.3,59.9,0.002,100,4.17,rain,0,0,33.6,19.8,65.6,1018,62,9.4,282.8,24.5,9,10,2024-07-15T05:58:31,2024-07-15T19:16:15,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-07-16,86.5,77.8,80.8,87.7,77.8,81.6,64.8,58.7,0,0,0,rain,0,0,32,18.5,56.5,1017.4,61.6,9.4,278,24.2,10,10,2024-07-16T05:58:55,2024-07-16T19:16:02,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-17,86.7,75.4,79.9,87.3,75.4,80.4,65.1,61.5,0.012,100,16.67,rain,0,0,29.2,16.8,59.7,1017.2,57.8,9.3,321.8,27.8,10,10,2024-07-17T05:59:19,2024-07-17T19:15:47,0.39,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-18,86.7,74.2,79.9,87.1,74.2,80.4,64.4,60.1,0,0,0,rain,0,0,25.5,12.4,53.6,1017.3,44,9.3,271.2,23.4,9,10,2024-07-18T05:59:42,2024-07-18T19:15:31,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-19,86.2,74.9,79.8,89,74.9,80.9,66.2,63.7,0.017,100,8.33,rain,0,0,26.4,14.1,55.7,1017.3,42.1,9.3,241.5,21,10,10,2024-07-19T06:00:06,2024-07-19T19:15:14,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-07-20,86.6,74.2,80.6,90.5,74.2,82.4,67.9,65.6,0.003,100,4.17,rain,0,0,25.3,14.4,69.9,1017.2,40.4,9.4,306.3,26.4,10,10,2024-07-20T06:00:30,2024-07-20T19:14:56,0.48,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-21,85.7,76.9,81.1,89.1,76.9,82.6,67.8,64.4,0,0,0,rain,0,0,25,16.3,71,1018.2,56.1,9.9,157.3,13.5,6,10,2024-07-21T06:00:54,2024-07-21T19:14:37,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-07-22,88.2,77.1,81.5,89.5,77.1,82.6,66.8,61.9,0,0,0,,0,0,30.2,18.3,63.6,1017.7,48.7,9.4,313.5,27,10,10,2024-07-22T06:01:18,2024-07-22T19:14:17,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-23,87.6,77.1,81.3,90.5,77.1,83,68.8,66.7,0.04,100,16.67,rain,0,0,32.2,17.5,65.5,1016,52.7,9.2,222.2,19.1,8,10,2024-07-23T06:01:42,2024-07-23T19:13:55,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-07-24,87.6,76.6,81.6,92.3,76.6,83.7,69.3,66.9,0.046,100,12.5,rain,0,0,35.7,17.6,68.5,1017.4,52.6,9.2,279.9,24.1,9,30,2024-07-24T06:02:06,2024-07-24T19:13:33,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-25,84.8,77.4,80.7,88.9,77.4,82.1,67.5,64.2,0.006,100,8.33,rain,0,0,34.8,19.1,66.2,1019.5,59.6,9.3,192.5,16.6,7,10,2024-07-25T06:02:29,2024-07-25T19:13:09,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-26,84.4,75,79.4,86.1,75,80,65.3,62.4,0.005,100,4.17,rain,0,0,37.8,20.3,63.3,1017.8,67.7,9.3,164.8,14.2,7,10,2024-07-26T06:02:53,2024-07-26T19:12:44,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-27,85,75.1,78.4,87.4,75.1,79.1,66.4,67.2,0.007,100,4.17,rain,0,0,32.9,18.4,63,1016,66.7,9.1,116.5,10.1,4,10,2024-07-27T06:03:16,2024-07-27T19:12:19,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
